RunId,iteration,param_combo,theta,max_water_capacity,water_cell_density,is_periodic,period,period_std,amplitude,n_peaks,final_value,mean_value,regime
39,0,5.0_20_0.5,5.0,20,0.5,False,118.18181818181819,73.66815624935283,0.17594537815126055,34,0.71,0.6276237623762376,chaotic
40,0,5.0_30_0.2,5.0,30,0.2,False,122.58064516129032,63.29489313015672,0.11552989130434776,32,0.72,0.6547524752475248,chaotic
41,0,5.0_30_0.3,5.0,30,0.3,False,132.25806451612902,110.38670085334628,0.09343749999999995,32,0.74,0.6214851485148515,chaotic
42,0,5.0_30_0.4,5.0,30,0.4,False,110.9375,69.29824019230215,0.1369383490073145,33,0.75,0.6083168316831683,chaotic
43,0,5.0_30_0.5,5.0,30,0.5,False,132.14285714285714,147.12378517175702,0.17206896551724138,29,0.58,0.5821782178217821,chaotic
44,0,5.0_40_0.2,5.0,40,0.2,False,113.33333333333333,46.42796092394707,0.1693695014662756,31,0.66,0.6384158415841584,chaotic
45,0,5.0_40_0.3,5.0,40,0.3,False,124.07407407407408,72.48291033622566,0.142826086956522,28,0.74,0.6191089108910891,chaotic
46,0,5.0_40_0.4,5.0,40,0.4,False,118.51851851851852,69.58627491872568,0.16068783068783066,28,0.81,0.5981188118811881,chaotic
47,0,5.0_40_0.5,5.0,40,0.5,False,120.0,69.04105059069326,0.17811414392059566,31,0.72,0.5588118811881189,chaotic
48,0,10.0_10_0.2,10.0,10,0.2,False,142.30769230769232,86.26023650771462,0.12290370370370374,27,0.75,0.7383168316831683,chaotic
49,0,10.0_10_0.3,10.0,10,0.3,False,150.0,113.71470653683551,0.12872413793103443,30,0.7,0.6811881188118812,chaotic
50,0,10.0_10_0.4,10.0,10,0.4,False,139.28571428571428,83.83353281646787,0.13916666666666655,29,0.69,0.6816831683168317,chaotic
51,0,10.0_10_0.5,10.0,10,0.5,False,108.62068965517241,61.68463386206316,0.1641212121212121,30,0.72,0.6836633663366337,chaotic
52,0,10.0_20_0.2,10.0,20,0.2,False,115.51724137931035,45.68152172238541,0.09079999999999988,30,0.76,0.7512871287128713,chaotic
53,0,10.0_20_0.3,10.0,20,0.3,False,121.42857142857143,139.5327479665689,0.11111111111111116,36,0.74,0.693069306930693,chaotic
54,0,10.0_20_0.4,10.0,20,0.4,False,137.5,86.21505503266651,0.15655172413793106,29,0.73,0.6544554455445545,chaotic
55,0,10.0_20_0.5,10.0,20,0.5,False,150.0,166.8332500832293,0.14140155728587334,31,0.68,0.5875247524752475,chaotic
56,0,10.0_30_0.2,10.0,30,0.2,False,128.33333333333334,87.25760075138949,0.16495967741935502,31,0.72,0.6814851485148515,chaotic
57,0,10.0_30_0.3,10.0,30,0.3,False,114.0625,66.42003533385089,0.19500000000000006,33,0.71,0.6256435643564356,chaotic
58,0,10.0_30_0.4,10.0,30,0.4,False,112.5,59.19851590803849,0.15645888594164448,29,0.66,0.6101980198019802,chaotic
59,0,10.0_30_0.5,10.0,30,0.5,False,110.34482758620689,54.73968229788807,0.13441025641025645,30,0.64,0.5632673267326732,chaotic
60,0,10.0_40_0.2,10.0,40,0.2,False,124.07407407407408,69.88134171893779,0.14055194805194815,28,0.71,0.6705940594059406,chaotic
61,0,10.0_40_0.3,10.0,40,0.3,False,92.6470588235294,34.58228240089661,0.1465714285714288,35,0.7,0.6242574257425743,chaotic
62,0,10.0_40_0.4,10.0,40,0.4,False,105.17241379310344,40.139471471802814,0.08170370370370361,30,0.71,0.5472277227722773,chaotic
63,0,10.0_40_0.5,10.0,40,0.5,False,107.4074074074074,53.92673992059644,0.15010989010989007,28,0.65,0.5018811881188119,chaotic
64,1,0.5_10_0.2,0.5,10,0.2,False,127.58620689655173,65.10761237413519,0.09986666666666655,30,0.78,0.7306930693069307,chaotic
65,1,0.5_10_0.3,0.5,10,0.3,False,131.8181818181818,101.36805262834989,0.11298319327731099,34,0.72,0.713069306930693,chaotic
66,1,0.5_10_0.4,0.5,10,0.4,False,127.94117647058823,166.79997552131124,0.12875576036866354,35,0.8,0.6964356435643564,chaotic
67,1,0.5_10_0.5,0.5,10,0.5,False,116.66666666666667,77.81745019952503,0.16126344086021527,31,0.69,0.6808910891089109,chaotic
68,1,0.5_20_0.2,0.5,20,0.2,False,116.07142857142857,61.31530254781927,0.15675862068965518,29,0.63,0.6435643564356436,chaotic
69,1,0.5_20_0.3,0.5,20,0.3,False,139.0625,154.9870836352178,0.14715151515151526,33,0.87,0.7121782178217821,limit_cycle
70,1,0.5_20_0.4,0.5,20,0.4,False,103.33333333333333,46.42796092394707,0.2014677419354839,31,0.8,0.6792079207920793,chaotic
71,1,0.5_20_0.5,0.5,20,0.5,False,116.07142857142857,66.88686000117158,0.13399204244031826,29,0.71,0.6356435643564357,chaotic
72,1,0.5_30_0.2,0.5,30,0.2,False,97.14285714285714,58.48425568702491,0.13477272727272727,36,0.72,0.6535643564356436,chaotic
73,1,0.5_30_0.3,0.5,30,0.3,False,106.25,36.9754986443726,0.15824242424242418,33,0.8,0.6803960396039604,chaotic
74,1,0.5_30_0.4,0.5,30,0.4,False,116.66666666666667,49.06533814626582,0.16290000000000004,28,0.71,0.6136633663366337,chaotic
75,1,0.5_30_0.5,0.5,30,0.5,False,107.8125,48.58847439208191,0.19212121212121208,33,0.68,0.5828712871287128,chaotic
76,1,0.5_40_0.2,0.5,40,0.2,False,113.63636363636364,63.09291761714247,0.12494884910485926,34,0.71,0.6433663366336634,chaotic
77,1,0.5_40_0.3,0.5,40,0.3,False,106.25,51.15845482420281,0.2323809523809522,33,0.76,0.6312871287128713,chaotic
78,1,0.5_40_0.4,0.5,40,0.4,False,112.0,45.34313619501854,0.1642948717948718,26,0.72,0.5886138613861386,chaotic
79,1,0.5_40_0.5,0.5,40,0.5,False,98.38709677419355,41.12112510961923,0.18704326923076925,32,0.73,0.5765346534653465,chaotic
80,1,2.0_10_0.2,2.0,10,0.2,False,151.66666666666666,106.05292179955354,0.09291666666666665,31,0.74,0.6437623762376238,chaotic
81,1,2.0_10_0.3,2.0,10,0.3,False,145.16129032258064,127.85755601681558,0.1423958333333334,32,0.77,0.7164356435643564,chaotic
82,1,2.0_10_0.4,2.0,10,0.4,False,127.14285714285714,83.95820145665779,0.10685185185185198,36,0.76,0.6582178217821782,chaotic
83,1,2.0_10_0.5,2.0,10,0.5,False,130.35714285714286,75.99258153911862,0.16606100795755974,29,0.83,0.7024752475247524,chaotic
84,1,2.0_20_0.2,2.0,20,0.2,False,126.66666666666667,110.10096376609164,0.1454032258064517,31,0.75,0.6878217821782178,chaotic
85,1,2.0_20_0.3,2.0,20,0.3,False,142.30769230769232,89.54189789863705,0.18074074074074076,27,0.75,0.6762376237623763,chaotic
86,1,2.0_20_0.4,2.0,20,0.4,False,106.89655172413794,44.96001658760447,0.17485507246376808,30,0.81,0.6582178217821782,chaotic
87,1,2.0_20_0.5,2.0,20,0.5,False,94.28571428571429,47.46642207381757,0.1538034188034187,36,0.7,0.5963366336633663,chaotic
88,1,2.0_30_0.2,2.0,30,0.2,False,109.6774193548387,65.27776240273568,0.10911931818181819,32,0.78,0.6516831683168317,chaotic
89,1,2.0_30_0.3,2.0,30,0.3,False,128.0,74.93997598078077,0.195018315018315,26,0.75,0.6662376237623763,chaotic
90,1,2.0_30_0.4,2.0,30,0.4,False,108.33333333333333,51.37011669140814,0.12760000000000005,25,0.66,0.5746534653465346,chaotic
91,1,2.0_30_0.5,2.0,30,0.5,False,120.37037037037037,58.14932765965771,0.1892293233082707,28,0.71,0.6194059405940594,chaotic
92,1,2.0_40_0.2,2.0,40,0.2,False,126.78571428571429,72.55803447825016,0.1705459770114942,29,0.75,0.7032673267326732,chaotic
93,1,2.0_40_0.3,2.0,40,0.3,False,116.12903225806451,48.17156297763898,0.16894230769230778,32,0.71,0.6225742574257426,chaotic
94,1,2.0_40_0.4,2.0,40,0.4,False,100.0,59.03260526902472,0.15739495798319336,34,0.74,0.6120792079207921,chaotic
95,1,2.0_40_0.5,2.0,40,0.5,False,93.75,34.79852726768764,0.164941724941725,33,0.68,0.5103960396039604,chaotic
96,1,5.0_10_0.2,5.0,10,0.2,False,128.125,80.94896154367886,0.12108452950558224,33,0.71,0.7352475247524752,chaotic
97,1,5.0_10_0.3,5.0,10,0.3,False,116.66666666666667,69.26745121613612,0.11521390374331553,34,0.79,0.7129702970297029,chaotic
98,1,5.0_10_0.4,5.0,10,0.4,False,109.0909090909091,54.29234202172399,0.13383529411764705,34,0.73,0.686930693069307,chaotic
99,1,5.0_10_0.5,5.0,10,0.5,False,109.375,55.10997527671374,0.14567852437417672,33,0.74,0.665940594059406,limit_cycle
100,1,5.0_20_0.2,5.0,20,0.2,False,111.29032258064517,66.85284443891196,0.15832386363636364,32,0.8,0.753960396039604,chaotic
101,1,5.0_20_0.3,5.0,20,0.3,False,109.6774193548387,67.70352213488825,0.14611607142857153,32,0.73,0.6335643564356436,chaotic
102,1,5.0_20_0.4,5.0,20,0.4,False,128.125,82.85670989726782,0.15380764163372862,33,0.68,0.6352475247524753,chaotic
103,1,5.0_20_0.5,5.0,20,0.5,False,116.66666666666667,68.16498108607267,0.15715294117647055,34,0.71,0.5981188118811881,chaotic
104,1,5.0_30_0.2,5.0,30,0.2,False,135.71428571428572,61.02859818083951,0.13710031347962393,29,0.7,0.6608910891089109,chaotic
105,1,5.0_30_0.3,5.0,30,0.3,False,115.0,56.49483752226097,0.17717121588089324,31,0.66,0.6234653465346535,chaotic
106,1,5.0_30_0.4,5.0,30,0.4,False,127.77777777777777,88.54098583616238,0.13857142857142857,28,0.75,0.6392079207920792,chaotic
107,1,5.0_30_0.5,5.0,30,0.5,False,106.66666666666667,44.22166387140533,0.11504301075268819,31,0.64,0.5544554455445545,chaotic
108,1,5.0_40_0.2,5.0,40,0.2,False,115.51724137931035,61.73280617230398,0.09118518518518515,30,0.7,0.6078217821782178,chaotic
109,1,5.0_40_0.3,5.0,40,0.3,False,118.33333333333333,80.08675851155976,0.1602384291725104,31,0.72,0.6458415841584159,chaotic
110,1,5.0_40_0.4,5.0,40,0.4,False,112.5,41.4578098794425,0.1618440779610194,29,0.78,0.636039603960396,chaotic
111,1,5.0_40_0.5,5.0,40,0.5,False,113.79310344827586,77.56704744277236,0.19791666666666663,30,0.7,0.57,chaotic
112,1,10.0_10_0.2,10.0,10,0.2,False,132.25806451612902,92.06273027632476,0.09153532608695647,32,0.66,0.6391089108910891,chaotic
113,1,10.0_10_0.3,10.0,10,0.3,False,127.27272727272727,73.94808692068139,0.1263122171945702,34,0.73,0.6953465346534653,chaotic
114,1,10.0_10_0.4,10.0,10,0.4,False,114.28571428571429,63.887656499993994,0.1511111111111112,36,0.69,0.6125742574257425,chaotic
115,1,10.0_10_0.5,10.0,10,0.5,False,120.6896551724138,56.503343476461865,0.18952380952380943,30,0.71,0.6727722772277228,chaotic
116,1,10.0_20_0.2,10.0,20,0.2,False,119.6969696969697,88.7107949594209,0.1314352941176471,34,0.68,0.6653465346534654,chaotic
117,1,10.0_20_0.3,10.0,20,0.3,False,122.72727272727273,77.93830999764657,0.16015294117647072,34,0.74,0.7047524752475247,chaotic
118,1,10.0_20_0.4,10.0,20,0.4,False,134.48275862068965,117.51995302035844,0.17644444444444457,30,0.67,0.6073267326732673,chaotic
119,1,10.0_20_0.5,10.0,20,0.5,False,133.92857142857142,83.50959250778516,0.15445721583652627,29,0.62,0.5604950495049505,chaotic
120,1,10.0_30_0.2,10.0,30,0.2,False,110.71428571428571,55.673061671856765,0.14667241379310336,29,0.63,0.6523762376237624,chaotic
121,1,10.0_30_0.3,10.0,30,0.3,False,150.0,131.90905958272918,0.14135451505016727,26,0.78,0.6404950495049505,chaotic
122,1,10.0_30_0.4,10.0,30,0.4,False,110.0,65.24678426668135,0.14500000000000024,36,0.68,0.5861386138613861,chaotic
123,1,10.0_30_0.5,10.0,30,0.5,False,123.21428571428571,67.45652416972894,0.08505247376311842,29,0.75,0.5715841584158415,chaotic
124,1,10.0_40_0.2,10.0,40,0.2,False,142.85714285714286,90.35079029052511,0.14399686520376176,29,0.7,0.6354455445544555,chaotic
125,1,10.0_40_0.3,10.0,40,0.3,False,123.21428571428571,71.31687695612806,0.19243842364532004,29,0.76,0.6341584158415842,chaotic
126,1,10.0_40_0.4,10.0,40,0.4,False,113.79310344827586,57.07912192154085,0.12073333333333347,30,0.65,0.5385148514851485,chaotic
127,1,10.0_40_0.5,10.0,40,0.5,False,108.06451612903226,58.33271393556492,0.1461778846153846,32,0.6,0.508019801980198,chaotic
128,2,0.5_10_0.2,0.5,10,0.2,False,134.375,106.38777831593251,0.10897727272727264,33,0.68,0.683960396039604,chaotic
129,2,0.5_10_0.3,0.5,10,0.3,False,108.10810810810811,60.97575228474853,0.1277443609022556,38,0.75,0.7101980198019802,chaotic
130,2,0.5_10_0.4,0.5,10,0.4,False,125.86206896551724,76.13586953730902,0.15560000000000007,30,0.72,0.6966336633663366,chaotic
131,2,0.5_10_0.5,0.5,10,0.5,False,122.41379310344827,99.64264328827511,0.13348717948717947,30,0.74,0.6655445544554456,chaotic
132,2,0.5_20_0.2,0.5,20,0.2,False,117.74193548387096,57.56957515346692,0.08199074074074086,32,0.8,0.6877227722772277,chaotic
133,2,0.5_20_0.3,0.5,20,0.3,False,138.0,66.75327707311455,0.12650641025641018,26,0.6,0.6230693069306931,limit_cycle
134,2,0.5_20_0.4,0.5,20,0.4,False,113.88888888888889,83.00862665268852,0.19210340775558155,37,0.79,0.6781188118811882,chaotic
135,2,0.5_20_0.5,0.5,20,0.5,False,107.14285714285714,37.115374447904514,0.1789920424403184,29,0.77,0.6741584158415842,chaotic
136,2,0.5_30_0.2,0.5,30,0.2,False,126.92307692307692,66.83902768070296,0.13920634920634922,27,0.76,0.685940594059406,chaotic
137,2,0.5_30_0.3,0.5,30,0.3,False,105.0,43.493294502332965,0.16061290322580646,31,0.72,0.6885148514851485,chaotic
138,2,0.5_30_0.4,0.5,30,0.4,False,117.85714285714286,57.031140795254686,0.13472701149425292,29,0.71,0.6417821782178218,chaotic
139,2,0.5_30_0.5,0.5,30,0.5,False,115.0,72.05322107072429,0.1495084485407066,31,0.65,0.5765346534653465,chaotic
140,2,0.5_40_0.2,0.5,40,0.2,False,125.92592592592592,77.42424059395138,0.15863095238095237,28,0.76,0.6378217821782178,chaotic
141,2,0.5_40_0.3,0.5,40,0.3,False,126.66666666666667,101.43416036468625,0.14083577712609963,31,0.68,0.6154455445544554,chaotic
142,2,0.5_40_0.4,0.5,40,0.4,False,110.9375,65.8292951029403,0.20284584980237153,33,0.68,0.5602970297029704,chaotic
143,2,0.5_40_0.5,0.5,40,0.5,False,109.25925925925925,79.39241151935562,0.13357142857142873,28,0.74,0.5726732673267326,chaotic
144,2,2.0_10_0.2,2.0,10,0.2,False,124.24242424242425,67.55605093820591,0.11585434173669473,34,0.67,0.6615841584158416,chaotic
145,2,2.0_10_0.3,2.0,10,0.3,False,145.0,96.04686356149273,0.11707373271889387,31,0.68,0.6704950495049505,chaotic
146,2,2.0_10_0.4,2.0,10,0.4,False,117.74193548387096,96.34312595527793,0.15403846153846146,32,0.78,0.686930693069307,chaotic
147,2,2.0_10_0.5,2.0,10,0.5,False,119.35483870967742,92.17569072406161,0.1461125000000001,32,0.75,0.6995049504950495,chaotic
148,2,2.0_20_0.2,2.0,20,0.2,False,116.66666666666667,56.764621219754666,0.11491935483870963,31,0.7,0.6808910891089109,chaotic
149,2,2.0_20_0.3,2.0,20,0.3,False,140.0,117.89826122551597,0.1908903225806451,31,0.74,0.7158415841584158,chaotic
150,2,2.0_20_0.4,2.0,20,0.4,False,110.0,45.46060565661952,0.19293255131964804,31,0.74,0.7028712871287128,chaotic
151,2,2.0_20_0.5,2.0,20,0.5,False,110.9375,49.58322391444509,0.15999999999999992,33,0.67,0.6144554455445544,chaotic
152,2,2.0_30_0.2,2.0,30,0.2,False,110.34482758620689,59.27625323334856,0.14800000000000002,30,0.71,0.6630693069306931,chaotic
153,2,2.0_30_0.3,2.0,30,0.3,False,150.0,95.07082380237135,0.1820185185185184,27,0.71,0.6203960396039604,chaotic
154,2,2.0_30_0.4,2.0,30,0.4,False,128.33333333333334,80.29459646963937,0.2129472140762464,31,0.73,0.5885148514851485,chaotic
155,2,2.0_30_0.5,2.0,30,0.5,False,106.66666666666667,46.0675832036175,0.1873886328725038,31,0.59,0.565049504950495,chaotic
156,2,2.0_40_0.2,2.0,40,0.2,False,120.96774193548387,105.32146914396456,0.14547500000000002,32,0.62,0.5641584158415841,chaotic
157,2,2.0_40_0.3,2.0,40,0.3,False,129.62962962962962,77.29124723966373,0.14486263736263738,28,0.78,0.6206930693069307,chaotic
158,2,2.0_40_0.4,2.0,40,0.4,False,100.0,50.8000508000762,0.13979999999999998,32,0.69,0.577029702970297,chaotic
159,2,2.0_40_0.5,2.0,40,0.5,False,103.125,48.31132760543846,0.17831002331002327,33,0.72,0.5415841584158416,chaotic
160,2,5.0_10_0.2,5.0,10,0.2,False,135.48387096774192,77.45294970027722,0.11316666666666675,32,0.68,0.6701980198019802,chaotic
161,2,5.0_10_0.3,5.0,10,0.3,False,135.9375,92.05498951034647,0.13415019762845826,33,0.66,0.6947524752475247,chaotic
162,2,5.0_10_0.4,5.0,10,0.4,False,150.0,97.37945687202027,0.14942857142857158,30,0.7,0.6650495049504951,chaotic
163,2,5.0_10_0.5,5.0,10,0.5,False,144.64285714285714,147.80494247625202,0.15966748768472927,29,0.75,0.6497029702970297,limit_cycle
164,2,5.0_20_0.2,5.0,20,0.2,False,112.12121212121212,55.08987564453892,0.1359943977591036,34,0.74,0.7169306930693069,chaotic
165,2,5.0_20_0.3,5.0,20,0.3,False,104.41176470588235,50.53776552188112,0.13438095238095227,35,0.71,0.6565346534653466,chaotic
166,2,5.0_20_0.4,5.0,20,0.4,False,147.91666666666666,109.42954988890747,0.1565565217391307,25,0.73,0.6638613861386139,chaotic
167,2,5.0_20_0.5,5.0,20,0.5,False,132.75862068965517,94.9372406754221,0.12471014492753618,30,0.75,0.6272277227722772,chaotic
168,2,5.0_30_0.2,5.0,30,0.2,False,106.25,54.12658773652741,0.08233766233766238,33,0.73,0.656930693069307,chaotic
169,2,5.0_30_0.3,5.0,30,0.3,False,91.93548387096774,47.68304999707898,0.12766203703703705,32,0.72,0.6366336633663366,chaotic
170,2,5.0_30_0.4,5.0,30,0.4,False,125.80645161290323,76.06339433904256,0.1705902777777778,32,0.65,0.5798019801980198,chaotic
171,2,5.0_30_0.5,5.0,30,0.5,False,103.03030303030303,65.06336531389057,0.1467647058823529,34,0.64,0.5981188118811881,chaotic
172,2,5.0_40_0.2,5.0,40,0.2,False,127.58620689655173,90.57879680388756,0.142391304347826,30,0.76,0.6943564356435643,chaotic
173,2,5.0_40_0.3,5.0,40,0.3,False,118.96551724137932,49.85114584414124,0.11885185185185176,30,0.72,0.6095049504950495,chaotic
174,2,5.0_40_0.4,5.0,40,0.4,False,117.85714285714286,80.41664463712644,0.14988063660477458,29,0.75,0.6347524752475248,chaotic
175,2,5.0_40_0.5,5.0,40,0.5,False,107.8125,50.17060736875726,0.15743506493506487,33,0.68,0.5300990099009901,chaotic
176,2,10.0_10_0.2,10.0,10,0.2,False,141.93548387096774,118.52369723144409,0.09889204545454544,32,0.74,0.6915841584158415,chaotic
177,2,10.0_10_0.3,10.0,10,0.3,False,125.75757575757575,72.94789768006498,0.12570135746606348,34,0.65,0.6680198019801981,chaotic
178,2,10.0_10_0.4,10.0,10,0.4,False,118.75,78.80950133074057,0.10173659673659685,33,0.72,0.6702970297029703,chaotic
179,2,10.0_10_0.5,10.0,10,0.5,False,135.48387096774192,88.16548624978354,0.1372916666666667,32,0.66,0.6407920792079208,chaotic
180,2,10.0_20_0.2,10.0,20,0.2,False,96.96969696969697,49.14325678856623,0.11044705882352945,34,0.66,0.618019801980198,chaotic
181,2,10.0_20_0.3,10.0,20,0.3,False,119.64285714285714,57.226501282007376,0.13488916256157646,29,0.81,0.6742574257425743,chaotic
182,2,10.0_20_0.4,10.0,20,0.4,False,110.9375,60.89742271845336,0.15306818181818171,33,0.71,0.6328712871287129,chaotic
183,2,10.0_20_0.5,10.0,20,0.5,False,116.12903225806451,76.60865862605108,0.18488636363636357,32,0.73,0.5891089108910891,chaotic
184,2,10.0_30_0.2,10.0,30,0.2,False,119.11764705882354,83.15002907780693,0.11182857142857139,35,0.72,0.6505940594059406,chaotic
185,2,10.0_30_0.3,10.0,30,0.3,False,136.0,80.64738061462381,0.16356643356643363,26,0.72,0.6242574257425743,chaotic
186,2,10.0_30_0.4,10.0,30,0.4,False,125.0,87.11650655464621,0.17318965517241391,29,0.7,0.5952475247524752,chaotic
187,2,10.0_30_0.5,10.0,30,0.5,False,106.66666666666667,61.553951042064625,0.14159999999999984,31,0.68,0.5582178217821783,chaotic
188,2,10.0_40_0.2,10.0,40,0.2,False,101.61290322580645,36.9914352941281,0.135595238095238,32,0.74,0.6648514851485149,chaotic
189,2,10.0_40_0.3,10.0,40,0.3,False,140.74074074074073,148.47186853946255,0.18944099378881984,28,0.68,0.5878217821782178,chaotic
190,2,10.0_40_0.4,10.0,40,0.4,False,113.33333333333333,81.58158833680278,0.13308555399719507,31,0.7,0.5550495049504951,chaotic
191,2,10.0_40_0.5,10.0,40,0.5,False,104.41176470588235,66.82686922059861,0.1391724137931033,35,0.69,0.49445544554455445,chaotic
192,3,0.5_10_0.2,0.5,10,0.2,False,129.41176470588235,94.80447918403647,0.0945590062111803,35,0.61,0.6301980198019802,chaotic
193,3,0.5_10_0.3,0.5,10,0.3,False,120.0,73.71114795831994,0.14028387096774175,31,0.74,0.7528712871287129,chaotic
194,3,0.5_10_0.4,0.5,10,0.4,False,171.15384615384616,208.55412363510604,0.1465185185185185,27,0.86,0.7156435643564356,chaotic
195,3,0.5_10_0.5,0.5,10,0.5,False,115.51724137931035,76.68053778598996,0.14040579710144918,30,0.78,0.711980198019802,chaotic
196,3,0.5_20_0.2,0.5,20,0.2,False,105.0,50.579969684978394,0.16587976539589466,31,0.71,0.6905940594059405,chaotic
197,3,0.5_20_0.3,0.5,20,0.3,False,128.57142857142858,73.71345514482248,0.1515586206896551,29,0.74,0.6755445544554456,limit_cycle
